@relation prueba-weka.filters.unsupervised.attribute.Remove-R1-2-weka.filters.unsupervised.attribute.Remove-R2

@attribute score numeric
@attribute ghost1-living {True,False}
@attribute ghost2-living {True,False}
@attribute ghost3-living {True,False}
@attribute ghost4-living {True,False}
@attribute distance-ghost1 numeric
@attribute distance-ghost2 numeric
@attribute distance-ghost3 numeric
@attribute distance-ghost4 numeric
@attribute posX numeric
@attribute posY numeric
@attribute direction {North,South,East,West,Stop}
@attribute wall-east {True,False}
@attribute wall-south {True,False}
@attribute wall-west {True,False}
@attribute wall-north {True,False}
@attribute move {North,South,East,West,Stop}

@data
571,False,False,False,True,0,0,0,10,6,4,East,False,False,False,False,East
570,False,False,False,True,0,0,0,8,7,4,East,False,False,False,False,East
569,False,False,False,True,0,0,0,9,8,4,East,False,False,False,False,East
568,False,False,False,True,0,0,0,8,9,4,East,False,False,False,False,East
567,False,False,False,True,0,0,0,6,10,4,East,False,False,False,False,North
566,False,False,False,True,0,0,0,2,10,5,North,False,False,False,False,East
0,True,True,True,True,12,7,8,19,1,11,Stop,True,False,False,True,Stop
-1,True,True,True,True,11,7,10,24,1,11,Stop,True,False,False,True,East
-2,True,True,True,True,9,8,4,17,2,11,East,False,True,False,True,East
-3,True,True,True,True,6,6,2,16,3,11,East,False,True,False,True,East
-4,True,True,True,True,6,3,0,16,4,11,East,False,True,False,True,East
195,True,True,False,True,7,4,0,9,5,11,East,False,False,False,True,South
194,True,True,False,True,4,4,0,10,5,10,South,True,False,False,False,East
193,True,True,False,True,7,0,0,12,6,10,East,False,False,True,False,South
192,True,True,False,True,4,1,0,14,6,9,South,False,False,False,False,East
191,True,True,False,True,10,8,0,11,7,9,East,False,False,False,True,East
390,True,False,False,True,9,0,0,7,8,9,East,False,False,False,True,South
389,True,False,False,True,9,0,0,5,8,8,South,False,False,False,False,South
388,True,False,False,True,5,0,0,7,8,7,South,False,False,False,False,South
387,True,False,False,True,6,0,0,7,8,6,South,True,False,False,False,South
386,True,False,False,True,3,0,0,7,8,5,South,False,False,False,False,West
385,True,False,False,True,4,0,0,7,7,5,West,False,False,False,True,West
384,True,False,False,True,5,0,0,8,6,5,West,False,False,False,True,West
383,True,False,False,True,2,0,0,9,5,5,West,False,False,False,True,West
382,True,False,False,True,3,0,0,11,4,5,West,False,False,False,True,West
581,False,False,False,True,0,0,0,15,3,5,West,False,False,False,True,East
580,False,False,False,True,0,0,0,11,4,5,East,False,False,False,True,East
579,False,False,False,True,0,0,0,10,5,5,East,False,False,False,True,East
578,False,False,False,True,0,0,0,7,6,5,East,False,False,False,True,East
577,False,False,False,True,0,0,0,5,7,5,East,False,False,False,True,East
576,False,False,False,True,0,0,0,6,8,5,East,False,False,False,False,East
575,False,False,False,True,0,0,0,6,9,5,East,False,False,False,False,East
574,False,False,False,True,0,0,0,7,10,5,East,False,False,False,False,East
573,False,False,False,True,0,0,0,11,11,5,East,False,False,False,True,East
