@relation adult-data-training-weka.filters.supervised.instance.Resample-B1.0-S1-Z100.0-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute age numeric
@attribute workclass {Private,Self-emp-not-inc,Self-emp-inc,Federal-gov,Local-gov,State-gov,Without-pay,Never-worked}
@attribute education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}
@attribute education-num numeric
@attribute marital-status {Married-civ-spouse,Divorced,Never-married,Separated,Widowed,Married-spouse-absent,Married-AF-spouse}
@attribute occupation {Tech-support,Craft-repair,Other-service,Sales,Exec-managerial,Prof-specialty,Handlers-cleaners,Machine-op-inspct,Adm-clerical,Farming-fishing,Transport-moving,Priv-house-serv,Protective-serv,Armed-Forces}
@attribute relationship {Wife,Own-child,Husband,Not-in-family,Other-relative,Unmarried}
@attribute race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}
@attribute sex {Female,Male}
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {United-States,Cambodia,England,Puerto-Rico,Canada,Germany,Outlying-US(Guam-USVI-etc),India,Japan,Greece,South,China,Cuba,Iran,Honduras,Philippines,Italy,Poland,Jamaica,Vietnam,Mexico,Portugal,Ireland,France,Dominican-Republic,Laos,Ecuador,Taiwan,Haiti,Columbia,Hungary,Guatemala,Nicaragua,Scotland,Thailand,Yugoslavia,El-Salvador,Trinadad&Tobago,Peru,Hong,Holand-Netherlands}
@attribute salary {>50K,<=50K}

@data
0.438356,Self-emp-not-inc,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.09589,Private,HS-grad,0.533333,Never-married,Adm-clerical,Own-child,White,Female,0,0.397959,United-States,<=50K
0.246575,Private,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.602041,United-States,>50K
0.273973,Private,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,United-States,<=50K
0.109589,Private,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Female,0,0.295918,United-States,<=50K
0.465753,Private,HS-grad,0.533333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,<=50K
0.739726,?,Bachelors,0.8,Married-civ-spouse,?,Husband,White,Male,0,0.091837,United-States,>50K
0.205479,Private,HS-grad,0.533333,Never-married,Other-service,Unmarried,Black,Female,0,0.122449,United-States,<=50K
0.780822,Private,Masters,0.866667,Divorced,Sales,Not-in-family,White,Female,0,0.091837,United-States,<=50K
0.273973,Private,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.602041,United-States,>50K
0.452055,Private,Bachelors,0.8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.397959,United-States,>50K
0.09589,Private,Bachelors,0.8,Never-married,Tech-support,Not-in-family,White,Male,0,0.346939,United-States,<=50K
0.150685,Private,Assoc-acdm,0.733333,Never-married,Other-service,Not-in-family,White,Female,0,0.806122,United-States,<=50K
0.287671,Private,HS-grad,0.533333,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.397959,United-States,<=50K
0.205479,Private,Assoc-voc,0.666667,Never-married,Craft-repair,Not-in-family,White,Male,0,0.44898,United-States,<=50K
0.136986,?,9th,0.266667,Never-married,?,Own-child,White,Female,0,0.397959,United-States,<=50K
0.082192,Private,11th,0.4,Never-married,Craft-repair,Own-child,White,Male,0,0.397959,United-States,<=50K
0.260274,Private,Some-college,0.6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.397959,United-States,<=50K
0.30137,Private,10th,0.333333,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0.44898,United-States,<=50K
0.39726,Self-emp-not-inc,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.436639,0.5,United-States,>50K
0.39726,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.602041,United-States,<=50K
0.753425,?,Some-college,0.6,Married-civ-spouse,?,Husband,White,Male,0,0.295918,United-States,>50K
0.232877,Private,Bachelors,0.8,Never-married,Other-service,Not-in-family,White,Female,0,0.346939,United-States,<=50K
0.30137,Federal-gov,Some-college,0.6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.453857,0.602041,United-States,>50K
0.30137,Private,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.5,United-States,>50K
0.575342,Self-emp-not-inc,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.602041,Greece,<=50K
0.561644,Self-emp-not-inc,Masters,0.866667,Divorced,Sales,Not-in-family,White,Male,0,0.173469,United-States,<=50K
0.383562,Local-gov,Masters,0.866667,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.453857,0.346939,United-States,>50K
0.178082,Private,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.734694,United-States,>50K
0.452055,Private,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,United-States,>50K
0.356164,Private,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0.244898,United-States,>50K
0.465753,Local-gov,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0.397959,United-States,>50K
0.027397,Private,HS-grad,0.533333,Never-married,Other-service,Not-in-family,White,Female,0,0.5,United-States,<=50K
0.178082,Private,Some-college,0.6,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0.040816,United-States,>50K
0.178082,?,10th,0.333333,Divorced,?,Unmarried,White,Male,0,0.397959,United-States,<=50K
0.109589,Private,Assoc-voc,0.666667,Married-civ-spouse,Sales,Wife,White,Female,0,0.418367,United-States,>50K
0.054795,Private,HS-grad,0.533333,Never-married,Other-service,Own-child,White,Male,0,0.397959,United-States,<=50K
0.123288,Private,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0.397959,United-States,>50K
0.136986,Private,Assoc-voc,0.666667,Separated,Adm-clerical,Unmarried,White,Female,0,0.397959,United-States,<=50K
0.205479,Private,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0.602041,United-States,<=50K
0.39726,Private,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.346939,United-States,>50K
0.657534,Private,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.5,United-States,>50K
0.232877,Self-emp-not-inc,Some-college,0.6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.5,United-States,<=50K
0.09589,Private,Some-college,0.6,Never-married,Craft-repair,Not-in-family,White,Male,0,0.397959,United-States,<=50K
0.315068,Private,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.5,United-States,>50K
0.342466,Private,HS-grad,0.533333,Divorced,Craft-repair,Not-in-family,White,Male,0,0.755102,United-States,>50K
0.410959,Private,HS-grad,0.533333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.244898,United-States,<=50K
0.520548,Private,Assoc-voc,0.666667,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.44898,United-States,<=50K
0.260274,Private,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.55102,United-States,>50K
0.150685,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.453857,0.234694,United-States,>50K
0.232877,Private,Masters,0.866667,Married-civ-spouse,Sales,Husband,White,Male,0,0.397959,United-States,<=50K
0.178082,Private,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.5,United-States,>50K
0.205479,Federal-gov,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.232877,Self-emp-not-inc,Some-college,0.6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.5,United-States,<=50K
0.150685,Private,Assoc-acdm,0.733333,Married-civ-spouse,Tech-support,Husband,White,Male,0,0.44898,United-States,>50K
0.068493,Private,Some-college,0.6,Married-civ-spouse,Tech-support,Husband,White,Male,0,0.397959,United-States,<=50K
0.534247,Self-emp-not-inc,7th-8th,0.2,Divorced,Other-service,Unmarried,White,Female,0,0.397959,United-States,<=50K
0.589041,Local-gov,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.178082,Private,Bachelors,0.8,Never-married,Sales,Not-in-family,White,Male,0,0.397959,United-States,<=50K
0.369863,Private,11th,0.4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.397959,United-States,>50K
0.191781,Private,12th,0.466667,Separated,Transport-moving,Unmarried,Black,Male,0,0.397959,United-States,<=50K
0.178082,Private,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.397959,United-States,<=50K
0.273973,Private,Some-college,0.6,Divorced,Adm-clerical,Unmarried,White,Female,0,0.244898,United-States,>50K
0.424658,Local-gov,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.5,United-States,>50K
0.027397,Private,Some-college,0.6,Never-married,Other-service,Not-in-family,White,Female,0,0.295918,United-States,<=50K
0.534247,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.5,United-States,>50K
0.438356,Local-gov,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.712329,?,Bachelors,0.8,Married-civ-spouse,?,Husband,White,Male,0,0.091837,United-States,>50K
0.178082,Private,HS-grad,0.533333,Never-married,Transport-moving,Not-in-family,White,Male,0,0.44898,United-States,>50K
0.232877,Private,Some-college,0.6,Married-civ-spouse,Other-service,Husband,White,Male,0,0.397959,United-States,<=50K
0.424658,Private,Bachelors,0.8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.346939,United-States,>50K
0.561644,Private,HS-grad,0.533333,Divorced,Adm-clerical,Not-in-family,White,Female,0,0.397959,United-States,<=50K
0.684932,Private,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.367347,United-States,>50K
0.205479,Private,Prof-school,0.933333,Married-civ-spouse,Sales,Husband,White,Male,0,0.397959,?,<=50K
0.136986,Self-emp-not-inc,Assoc-acdm,0.733333,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.704082,United-States,>50K
0.315068,Private,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.150685,Private,HS-grad,0.533333,Never-married,Adm-clerical,Not-in-family,White,Male,0,0.397959,United-States,<=50K
0.232877,Private,11th,0.4,Divorced,Craft-repair,Unmarried,White,Male,0,0.397959,United-States,<=50K
0.164384,Private,Some-college,0.6,Never-married,Other-service,Not-in-family,White,Female,0,0.173469,United-States,<=50K
0.273973,Local-gov,Assoc-acdm,0.733333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,France,>50K
0.260274,Private,Assoc-acdm,0.733333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.438776,United-States,>50K
0.506849,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.328767,Self-emp-not-inc,Masters,0.866667,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,0.44898,United-States,>50K
0.383562,Private,10th,0.333333,Divorced,Other-service,Not-in-family,Black,Female,0,0.377551,Dominican-Republic,<=50K
0.164384,Private,Some-college,0.6,Never-married,Adm-clerical,Not-in-family,White,Female,0,0.397959,United-States,<=50K
0.260274,Private,Prof-school,0.933333,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0.44898,United-States,>50K
0.39726,Private,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.436639,0.5,United-States,>50K
0.287671,Private,Some-college,0.6,Married-civ-spouse,Tech-support,Husband,White,Male,0,0.397959,United-States,>50K
0.178082,Private,7th-8th,0.2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.479592,United-States,<=50K
0.493151,Self-emp-not-inc,10th,0.333333,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.397959,United-States,<=50K
0.575342,Private,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0.397959,United-States,>50K
0.315068,Local-gov,Assoc-acdm,0.733333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.493151,State-gov,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.357143,United-States,>50K
0.315068,Private,HS-grad,0.533333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.397959,United-States,>50K
0.493151,Local-gov,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.30137,Self-emp-not-inc,Bachelors,0.8,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0.602041,Iran,<=50K
0.342466,Private,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.44898,United-States,>50K
0.589041,Federal-gov,Assoc-voc,0.666667,Divorced,Prof-specialty,Unmarried,White,Male,0,0.397959,United-States,>50K
0.30137,Private,Some-college,0.6,Never-married,Craft-repair,Own-child,Black,Male,0,0.397959,United-States,<=50K
0.30137,Self-emp-not-inc,Some-college,0.6,Never-married,Prof-specialty,Not-in-family,White,Male,0.359045,0.112245,United-States,>50K
0.219178,Self-emp-not-inc,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.5,United-States,<=50K
0.273973,Private,Some-college,0.6,Divorced,Adm-clerical,Unmarried,White,Female,0,0.44898,United-States,<=50K
0.041096,?,9th,0.266667,Never-married,?,Own-child,White,Male,0,0.397959,United-States,<=50K
0.164384,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0.346939,United-States,>50K
0.054795,Private,HS-grad,0.533333,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.397959,United-States,<=50K
0.232877,Private,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0.602041,United-States,>50K
0.232877,Private,Some-college,0.6,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.418367,United-States,>50K
0.260274,Local-gov,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0.397959,United-States,>50K
0.60274,Self-emp-inc,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.5,Germany,>50K
0.260274,Private,Bachelors,0.8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0.397959,United-States,>50K
0.136986,?,Assoc-voc,0.666667,Married-civ-spouse,?,Wife,Amer-Indian-Eskimo,Female,0,0.397959,United-States,>50K
0.452055,Private,HS-grad,0.533333,Widowed,Adm-clerical,Unmarried,White,Female,0,0.346939,United-States,<=50K
0.657534,Self-emp-not-inc,Some-college,0.6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.397959,United-States,>50K
0.328767,Private,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0.479592,United-States,>50K
0.575342,Private,Some-college,0.6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.357143,United-States,>50K
0.465753,?,HS-grad,0.533333,Divorced,?,Unmarried,Black,Female,0,0.397959,United-States,<=50K
0.465753,Self-emp-inc,Masters,0.866667,Married-civ-spouse,Sales,Husband,White,Male,0,0.397959,United-States,>50K
0.39726,Private,Some-college,0.6,Married-civ-spouse,Sales,Husband,Black,Male,0,0.602041,United-States,>50K
0.452055,Private,Some-college,0.6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,United-States,>50K
0.657534,Private,Bachelors,0.8,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.336735,United-States,<=50K
0.082192,Private,Bachelors,0.8,Never-married,Sales,Own-child,Black,Male,0,0.091837,United-States,<=50K
0.383562,State-gov,HS-grad,0.533333,Divorced,Transport-moving,Not-in-family,White,Male,0,0.479592,United-States,<=50K
0.123288,Private,Some-college,0.6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.397959,United-States,<=50K
0.09589,Private,Bachelors,0.8,Never-married,Exec-managerial,Own-child,Black,Female,0,0.653061,United-States,<=50K
0.219178,Local-gov,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,United-States,<=50K
0.726027,Self-emp-not-inc,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0.397959,United-States,<=50K
0.068493,?,Some-college,0.6,Never-married,?,Own-child,White,Female,0,0.295918,United-States,<=50K
0.219178,Self-emp-not-inc,HS-grad,0.533333,Never-married,Other-service,Not-in-family,White,Female,0,0.346939,United-States,<=50K
0.232877,Private,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.465753,Self-emp-not-inc,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.383838,0.704082,United-States,<=50K
0.356164,Private,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0.346939,United-States,>50K
0.123288,Private,HS-grad,0.533333,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0.5,United-States,<=50K
0.383562,Local-gov,HS-grad,0.533333,Divorced,Other-service,Own-child,Black,Female,0,0.397959,United-States,<=50K
0.726027,Private,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0.040816,United-States,<=50K
0.273973,Private,HS-grad,0.533333,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0.397959,United-States,<=50K
0.328767,Self-emp-inc,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.704082,United-States,>50K
0.424658,Private,HS-grad,0.533333,Separated,Adm-clerical,Not-in-family,White,Female,0.459366,0.397959,United-States,<=50K
0.808219,Self-emp-not-inc,7th-8th,0.2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.091837,United-States,<=50K
0.547945,Private,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0.397959,United-States,<=50K
0.123288,Private,Some-college,0.6,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0.346939,United-States,<=50K
0.520548,Private,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.55102,United-States,>50K
0.589041,Private,11th,0.4,Married-civ-spouse,Sales,Husband,White,Male,0,0.397959,United-States,>50K
0.630137,Self-emp-not-inc,HS-grad,0.533333,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.346939,United-States,<=50K
0.041096,Private,Some-college,0.6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0.5,United-States,<=50K
0.287671,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,United-States,>50K
0.465753,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,United-States,<=50K
0.109589,Self-emp-not-inc,Assoc-voc,0.666667,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0.397959,United-States,<=50K
0.232877,Private,Some-college,0.6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.397959,United-States,>50K
0.452055,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.428571,United-States,>50K
0.205479,Private,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.09589,Private,HS-grad,0.533333,Never-married,Sales,Own-child,White,Male,0,0.397959,Dominican-Republic,<=50K
0.315068,Private,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.452055,Private,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0.653061,United-States,>50K
0.753425,Private,Some-college,0.6,Widowed,Adm-clerical,Not-in-family,White,Female,0,0.244898,United-States,<=50K
0.09589,Private,HS-grad,0.533333,Never-married,Exec-managerial,Other-relative,White,Male,0,0.5,United-States,<=50K
0.328767,Private,HS-grad,0.533333,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0.397959,United-States,<=50K
0.342466,Private,Masters,0.866667,Never-married,Exec-managerial,Not-in-family,White,Male,0,0.397959,United-States,>50K
0.575342,Private,Bachelors,0.8,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0.479592,United-States,>50K
0.260274,Self-emp-not-inc,Some-college,0.6,Married-civ-spouse,Other-service,Wife,White,Female,0,0.397959,United-States,<=50K
0.438356,Private,Bachelors,0.8,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0.453857,0.5,South,>50K
0.342466,Private,Some-college,0.6,Divorced,Prof-specialty,Not-in-family,White,Male,0,0.397959,United-States,<=50K
0.027397,?,Some-college,0.6,Never-married,?,Own-child,White,Female,0,0.397959,United-States,<=50K
0.561644,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.493151,State-gov,Assoc-voc,0.666667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.273973,Private,Assoc-voc,0.666667,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.5,United-States,>50K
0.369863,Private,Assoc-acdm,0.733333,Married-civ-spouse,Craft-repair,Husband,White,Male,0.424242,0.397959,United-States,>50K
0.575342,Private,Some-college,0.6,Married-civ-spouse,Tech-support,Husband,White,Male,0,0.397959,United-States,>50K
0.232877,Private,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.287671,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,United-States,>50K
0.342466,Private,Assoc-voc,0.666667,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0.397959,United-States,>50K
0.342466,Private,Bachelors,0.8,Married-civ-spouse,Sales,Husband,White,Male,0,0.397959,United-States,>50K
0.178082,Private,HS-grad,0.533333,Never-married,Sales,Not-in-family,White,Female,0.367769,0.295918,United-States,<=50K
0.410959,?,HS-grad,0.533333,Married-civ-spouse,?,Husband,White,Male,0,0.397959,United-States,<=50K
0.39726,State-gov,Bachelors,0.8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0.44898,United-States,<=50K
0.424658,Self-emp-inc,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.5,United-States,>50K
0.561644,Private,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.178082,Private,Bachelors,0.8,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.5,United-States,<=50K
0.356164,Private,HS-grad,0.533333,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.342466,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
0.383562,Private,Assoc-voc,0.666667,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,United-States,<=50K
0.383562,Private,Some-college,0.6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0.55102,United-States,<=50K
0.630137,Self-emp-inc,Assoc-voc,0.666667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.328767,Private,11th,0.4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0.397959,United-States,>50K
0.383562,Private,Masters,0.866667,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0.44898,United-States,>50K
0.191781,Self-emp-inc,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.5,United-States,>50K
0.369863,Private,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.5,United-States,>50K
0.410959,Private,HS-grad,0.533333,Married-civ-spouse,Sales,Husband,White,Male,0,0.55102,United-States,>50K
0.273973,Private,11th,0.4,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,0.397959,United-States,<=50K
0.369863,Private,Assoc-acdm,0.733333,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,<=50K
0.260274,Self-emp-not-inc,Bachelors,0.8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.397959,United-States,>50K
0.09589,Private,Some-college,0.6,Never-married,Sales,Own-child,White,Male,0,0.091837,Greece,<=50K
0.383562,Private,Prof-school,0.933333,Never-married,Prof-specialty,Not-in-family,White,Male,0,0.397959,United-States,>50K
0.465753,Private,HS-grad,0.533333,Widowed,Other-service,Unmarried,White,Female,0,0.316327,United-States,<=50K
0.424658,Private,Doctorate,1,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0.397959,India,>50K
0.30137,Private,Masters,0.866667,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0.5,United-States,>50K
0.082192,Private,Assoc-acdm,0.733333,Never-married,Other-service,Own-child,White,Male,0,0.193878,United-States,<=50K
0.328767,Local-gov,Some-college,0.6,Married-civ-spouse,Other-service,Husband,White,Male,0.340909,0.397959,United-States,>50K
0.260274,Private,5th-6th,0.133333,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0.397959,Mexico,>50K
0.09589,Private,HS-grad,0.533333,Never-married,Sales,Own-child,White,Male,0,0.397959,United-States,<=50K
0.150685,Self-emp-inc,11th,0.4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.5,United-States,>50K
0.068493,Private,Some-college,0.6,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.346939,United-States,<=50K
0.506849,Private,12th,0.466667,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.397959,United-States,<=50K
0.356164,Self-emp-inc,Some-college,0.6,Married-civ-spouse,Sales,Husband,White,Male,0,0.55102,United-States,<=50K
0.383562,Local-gov,Bachelors,0.8,Divorced,Protective-serv,Not-in-family,White,Male,0,0.397959,United-States,>50K
0.136986,Private,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0.397959,Hong,>50K
0.643836,Private,10th,0.333333,Married-civ-spouse,Other-service,Husband,Black,Male,0,0.397959,United-States,<=50K
0.753425,?,HS-grad,0.533333,Married-civ-spouse,?,Wife,White,Female,0,0.010204,United-States,<=50K
0,Private,11th,0.4,Never-married,Handlers-cleaners,Own-child,White,Male,0,0.091837,United-States,<=50K
0.60274,Private,Bachelors,0.8,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,<=50K
0.739726,Private,9th,0.266667,Widowed,Sales,Unmarried,White,Female,0,0.122449,United-States,<=50K
0.136986,Private,Some-college,0.6,Never-married,Adm-clerical,Unmarried,White,Female,0,0.602041,United-States,<=50K
0.178082,?,Some-college,0.6,Never-married,?,Not-in-family,White,Female,0.394628,0.244898,United-States,<=50K
0.410959,Private,HS-grad,0.533333,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0.5,United-States,>50K
0.136986,Private,Assoc-acdm,0.733333,Never-married,Exec-managerial,Not-in-family,White,Male,0,0.397959,United-States,<=50K
0.287671,Private,HS-grad,0.533333,Never-married,Exec-managerial,Own-child,White,Female,0,0.397959,United-States,<=50K
0.123288,Private,HS-grad,0.533333,Never-married,Craft-repair,Not-in-family,White,Male,0,0.397959,United-States,<=50K
0.479452,Private,9th,0.266667,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0.295918,China,<=50K
0.424658,Federal-gov,Masters,0.866667,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0.397959,United-States,>50K
